id;country;city;phone;age;carrier;marital_status
Hedwig Odom;Svalbard and Jan Mayen Islands;Lowestoft;55(43)22567009;52;VIVO;Divorced
Hu Emerson;Thailand;Fernie;55(92)31310279;59;NEXTEL;Married
Mara E. Hampton;Mexico;Ogbomosho;55(19)87267194;19;VIVO;Single
Kevyn X. Perkins;Eritrea;Kisi;55(90)70739472;39;TIM;Divorced
Abbot Newton;Norway;Cajazeiras;55(51)13484124;58;CLARO;Single
Barry D. Knapp;Kiribati;Poggiodomo;55(79)41147775;35;TIM;Married
Rahim K. Mcmahon;Bahrain;Paradise;55(79)79559393;41;OI;Divorced
Wynter S. Mcmahon;Cape Verde;Kirriemuir;55(07)54071769;36;CLARO;Single
Joshua K. Nunez;Honduras;Mosciano Sant'Angelo;55(51)49422358;39;TIM;Married
Candice T. Snider;Bouvet Island;Thorembais-Saint-Trond;55(84)62352805;30;TIM;Divorced
Mercedes P. Hicks;Burundi;Parramatta;55(13)90860934;21;VIVO;Married
Noelle A. Johns;Sint Maarten;Green Bay;55(46)70677675;29;VIVO;Single
Ariel Ruiz;Estonia;Bargagli;55(44)80755743;54;NEXTEL;Single
Amela Fuentes;United States;Bear;55(60)39369675;48;CLARO;Single
Paloma S. Weber;Cameroon;PiŽtrain;55(44)46485138;59;OI;Married
David E. Cain;Greenland;Conca Casale;55(86)69540873;36;NEXTEL;Divorced
Madaline Salas;Wallis and Futuna;Naarden;55(00)17981392;29;OI;Single
Camille G. Shepard;Guernsey;Napoli;55(62)32842650;22;CLARO;Divorced
Haviva Mcdaniel;Switzerland;Blind River;55(33)50601020;28;CLARO;Married
Quail Fitzpatrick;Sao Tome and Principe;Castlegar;55(71)65573635;56;VIVO;Single
Shad Bullock;Kyrgyzstan;Bowling Green;55(76)45961332;28;TIM;Divorced
Brianna Graves;Cyprus;Seevetal;55(61)95388800;22;OI;Single
Nicole Willis;Mauritania;Stockport;55(28)44652426;37;CLARO;Divorced
Yoshio O. Perkins;Japan;Perpignan;55(83)55858091;28;OI;Married
Calvin N. Maynard;Belarus;Drongen;55(61)46417141;35;TIM;Divorced
Hammett T. Hull;Fiji;Ostrowiec Świętokrzyski;55(92)97938380;21;TIM;Divorced
Hiram Sanchez;Algeria;Pangnirtung;55(37)39628001;54;OI;Divorced
Benedict D. Adams;Ghana;Miami;55(60)22955098;21;OI;Married
Emerson J. Fox;United States;Valcourt;55(50)17168615;37;TIM;Single
Alfonso M. Cochran;Bouvet Island;GrivegnŽe;55(28)24644409;44;CLARO;Single
Dara Serrano;Luxembourg;Alviano;55(53)43143488;51;OI;Single
Joshua A. Orr;South Georgia and The South Sandwich Islands;Auckland;55(21)25250441;37;TIM;Married
Colleen Singleton;Lesotho;Portico e San Benedetto;55(49)55211772;25;VIVO;Single
Sage B. Preston;Iceland;Gistel;55(45)10665002;55;VIVO;Married
Jayme Pittman;Belarus;Grand Island;55(48)38209888;23;OI;Single
Katelyn G. Martinez;Mongolia;Wals-Siezenheim;55(96)86270956;49;VIVO;Single
Dale Vaughan;Oman;Dortmund;55(38)84099979;21;VIVO;Married
Carlos A. Anthony;Cayman Islands;Kleinmachnow;55(88)68107767;36;NEXTEL;Divorced
Raya Pacheco;Jordan;Vichuquén;55(35)58434298;39;NEXTEL;Married
Ciaran F. Green;Saint Pierre and Miquelon;Borgomasino;55(05)19296607;43;TIM;Divorced
Quintessa Garcia;Azerbaijan;Dubbo;55(59)41031390;26;NEXTEL;Married
Margaret Bowers;Bahrain;Gaithersburg;55(34)79552724;56;OI;Married
Jamal Short;Sao Tome and Principe;Ulm;55(56)12417662;37;NEXTEL;Divorced
Melyssa T. Dawson;Kiribati;Portofino;55(44)74857341;46;VIVO;Divorced
Dale B. Rosa;Papua New Guinea;Saalfelden am Steinernen Meer;55(11)68666492;30;CLARO;Single
Iona J. Calhoun;Suriname;Desamparados;55(27)35377857;26;VIVO;Divorced
Seth U. Morales;United Arab Emirates;l'Ecluse;55(36)83985707;28;NEXTEL;Single
Carl Z. Norton;Poland;San Miguel;55(08)93553168;41;CLARO;Divorced
Craig Pate;Timor-Leste;Butte;55(18)85445768;32;OI;Single
Cecilia Neal;Djibouti;Lenna;55(47)82187549;29;OI;Married
Theodore P. Horton;Somalia;Kungälv;55(99)22131083;24;OI;Single
